# This file contains the ZAMS for Z = 0.006 environments.
# I am using AB magnitudes and present absolute magnitudes.
# I am adding both the estimates from blackbodies and from Kurucz models.
# The stellar properties for the ZAMS come from my grid_006 single star evolutionary grid.
# The Kurucz models I am using are for 10^-0.5 solar = 0.3Zsun ~ 0.004.
# The Kurucz grid is called fm05k2odfnew.pck.
# I have interpolated the Kurucz spectral models over the Teff and logg 
# to get the most accurate magnitudes. I used the properties from the evolutionary models for this.
Minit 	 UVW2_BB 	 UVW2_spec 	 UVM2_BB 	 UVM2_spec 	 UVW1_BB 	 UVW1_spec 	 U_BB 	 U_spec 	 B_BB 	 B_spec 	 V_BB 	 V_spec 	 I_BB 	 I_spec 	 J_BB 	 J_spec 	 H_BB 	 H_spec 	 Ks_BB 	 Ks_spec
2.0 	 3.1950297064103585 	 2.977671820154217 	 2.83688801585924 	 2.955102421642402 	 2.468862827609061 	 2.810623936426647 	 1.8576330508020502 	 2.315665446951189 	 1.8043954895960073 	 1.6414996373275588 	 1.8259387624264618 	 1.8059181763643706 	 2.095798529119067 	 2.297388168443769 	 2.6550918379804545 	 2.815161881628958 	 3.0961947547955457 	 3.325428552489168 	 3.5720081905300143 	 3.8064965791670096
2.21 	 2.636950949559238 	 2.4817398259648806 	 2.3159666992107115 	 2.4730222035177647 	 1.9976841153743228 	 2.3540145697339097 	 1.4894146129342238 	 1.9622284158424272 	 1.4789290134364474 	 1.3839136074663387 	 1.5394172950939824 	 1.5740289732599972 	 1.8538791818681841 	 2.0865689873163094 	 2.4434495901648927 	 2.6350807316324536 	 2.8972938207393018 	 3.152916897364262 	 3.3817906076975195 	 3.6414588019523304
2.44 	 2.0846843413586758 	 1.9937630449136432 	 1.8009710621379296 	 1.997647807843521 	 1.5279288549222674 	 1.900018430134949 	 1.1178293446364136 	 1.6056786535149286 	 1.1469955141411967 	 1.1195727816249736 	 1.2436301403778003 	 1.3297997518412665 	 1.599350241596695 	 1.8607232070273094 	 2.2169603778276907 	 2.437499439750928 	 2.6826392332353084 	 2.9625235458704546 	 3.1752211173210805 	 3.4576905082196516
2.7 	 1.5693698986205298 	 1.5315733366040898 	 1.3206620007604917 	 1.5471517541408648 	 1.08660663536693 	 1.4676273881294573 	 0.7650380316629555 	 1.2647486156382806 	 0.8290578246803251 	 0.8619626542979661 	 0.9574901321510887 	 1.0889937662532931 	 1.3494125628925178 	 1.636381012168524 	 1.9916667504138341 	 2.2379562424049926 	 2.467778646093064 	 2.7695576342179686 	 2.967505080880618 	 3.270314874568883
2.99 	 1.0732499635230677 	 1.0947643259184827 	 0.8580929190349722 	 1.1201757294267176 	 0.6586800103245917 	 1.0554658290849015 	 0.41924860824269355 	 0.9329774348489304 	 0.5148581080597574 	 0.6028554727486772 	 0.6721366000331742 	 0.8451669286618972 	 1.0968421643706687 	 1.4078797396144935 	 1.7614574758028718 	 2.031892090896821 	 2.247064684251965 	 2.5696179268384345 	 2.753308341174838 	 3.0754275561808853
3.3 	 0.6133952790285766 	 0.6863872705128782 	 0.4292139540264606 	 0.7207270583625207 	 0.2596975680829423 	 0.6691869445083044 	 0.09412824245728671 	 0.6203058745114416 	 0.21754756790592472 	 0.3532799701188394 	 0.40024695731963666 	 0.6096899338144891 	 0.853809408632636 	 1.1868581893258083 	 1.5381523216666677 	 1.830890700297683 	 2.0321616667225597 	 2.3741619556950138 	 2.5441847635384924 	 2.8845534382011397
3.65 	 0.18040406151287924 	 0.29690604577271495 	 0.025085046055673656 	 0.33967542337128226 	 -0.11820061901745937 	 0.30027910152234055 	 -0.2163968877659458 	 0.31995075844371756 	 -0.06809048232264253 	 0.10881528999235837 	 0.1373842749864612 	 0.3786287844398684 	 0.6167844431600136 	 0.9698645371131411 	 1.3188337768502305 	 1.63232599749067 	 1.8204063127485566 	 2.1807398684262473 	 2.337642409656916 	 2.6955531778504387
4.04 	 -0.23629181026181617 	 -0.0843283286699311 	 -0.36434232759070767 	 -0.033303738010497796 	 -0.48416833055760616 	 -0.06138647461113719 	 -0.5198207228096573 	 0.0227862610840072 	 -0.3488087596839706 	 -0.13687134619297622 	 -0.12252866809548256 	 0.14595429368892693 	 0.3804698926196243 	 0.7510998147707995 	 1.098732465768835 	 1.4310322321856284 	 1.607250021730149 	 1.984469492854759 	 2.1292823584778198 	 2.5036108844431766
4.46 	 -0.6279743115906531 	 -0.44913870733611244 	 -0.7308235660574193 	 -0.390166402773727 	 -0.8300312233172814 	 -0.40807113010084656 	 -0.8087152593853381 	 -0.264864943946868 	 -0.6173448835453194 	 -0.377250867073703 	 -0.3723844849631679 	 -0.08203830177811147 	 0.15180586809976437 	 0.5365470127353682 	 0.8846667767344021 	 1.2328739373835507 	 1.3994548140389138 	 1.7911417462053363 	 1.925825566756868 	 2.314482894759794
4.93 	 -1.002613653609394 	 -0.8052324676382477 	 -1.081982011534953 	 -0.738508136534536 	 -1.1628424922596936 	 -0.7472243410671016 	 -1.0890780294527749 	 -0.5496790611238747 	 -0.8792279666534994 	 -0.6173869861467992 	 -0.6172863496252136 	 -0.3102253709331387 	 -0.07382266382547577 	 0.3213404718627775 	 0.6723506100718518 	 1.0333033209277525 	 1.1928718988264269 	 1.5962530201942142 	 1.7232162990594984 	 2.1237372530635508
